encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
FalconToLlama_BBC,FalconToLlama_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,Falcon3-7B-Base,Llama-3.1-8B-Instruct,2,cuda:0,same_as_encoder_domain,ok,130.849,15354,3892,0.4971342972515305,0.4967474866942638,0.43767096522078935,0.46534173533688805,0.530934374959119,"[[4273,3404],[4317,3360]]",0.8013874614594039,0.8396062536189924,0.7451181911613566,0.7895453307922679,0.8953598389824333,"[[1669,277],[496,1450]]"
FalconToLlama_BBC,FalconToLlama_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,Falcon3-7B-Base,Llama-3.1-8B-Instruct,2,cuda:0,same_as_encoder_domain,ok,122.109,15354,3892,0.4962224827406539,0.4953376205787781,0.4013286440015631,0.44340505144995324,0.4880661382896787,"[[4538,3139],[4596,3081]]",0.8134635149023638,0.7725647899910635,0.8884892086330936,0.8264818355640535,0.903214911553359,"[[1437,509],[217,1729]]"
FalconToLlama_BBC,FalconToLlama_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,Falcon3-7B-Base,Llama-3.1-8B-Instruct,2,cuda:0,same_as_encoder_domain,ok,53.824,15354,3892,0.5299596196430898,0.520878721859114,0.7474273804871695,0.6139196490664954,0.5511819797938213,"[[2399,5278],[1939,5738]]",0.6736896197327852,0.610313315926893,0.9609455292908531,0.7465069860279441,0.7481855948217494,"[[752,1194],[76,1870]]"
