experiment,seed,dataset,trainer,tester,layer_type,trainer_layers,tester_layers,ridge_regressor_trainer_accuracy,ridge_regressor_trainer_precision,ridge_regressor_trainer_recall,ridge_regressor_trainer_f1,ridge_regressor_trainer_auroc,ridge_regressor_tester_accuracy,ridge_regressor_tester_precision,ridge_regressor_tester_recall,ridge_regressor_tester_f1,ridge_regressor_tester_auroc,ridge_regressor_detector_params,ridge_regressor_detector_time_s,ridge_regressor_detector_train_n,ridge_regressor_aligner_params,ridge_regressor_aligner_time_s,ridge_regressor_aligner_train_n,ridge_regressor_ae_trainer_params,ridge_regressor_ae_trainer_time_s,ridge_regressor_ae_tester_params,ridge_regressor_ae_tester_time_s,procrustes_trainer_accuracy,procrustes_trainer_precision,procrustes_trainer_recall,procrustes_trainer_f1,procrustes_trainer_auroc,procrustes_tester_accuracy,procrustes_tester_precision,procrustes_tester_recall,procrustes_tester_f1,procrustes_tester_auroc,procrustes_detector_params,procrustes_detector_time_s,procrustes_detector_train_n,procrustes_aligner_params,procrustes_aligner_time_s,procrustes_aligner_train_n,procrustes_ae_trainer_params,procrustes_ae_trainer_time_s,procrustes_ae_tester_params,procrustes_ae_tester_time_s,cka_trainer_accuracy,cka_trainer_precision,cka_trainer_recall,cka_trainer_f1,cka_trainer_auroc,cka_tester_accuracy,cka_tester_precision,cka_tester_recall,cka_tester_f1,cka_tester_auroc,cka_detector_params,cka_detector_time_s,cka_detector_train_n,cka_aligner_params,cka_aligner_time_s,cka_aligner_train_n,cka_ae_trainer_params,cka_ae_trainer_time_s,cka_ae_tester_params,cka_ae_tester_time_s,cca_trainer_accuracy,cca_trainer_precision,cca_trainer_recall,cca_trainer_f1,cca_trainer_auroc,cca_tester_accuracy,cca_tester_precision,cca_tester_recall,cca_tester_f1,cca_tester_auroc,cca_detector_params,cca_detector_time_s,cca_detector_train_n,cca_aligner_params,cca_aligner_time_s,cca_aligner_train_n,cca_ae_trainer_params,cca_ae_trainer_time_s,cca_ae_tester_params,cca_ae_tester_time_s,hybrid_trainer_accuracy,hybrid_trainer_precision,hybrid_trainer_recall,hybrid_trainer_f1,hybrid_trainer_auroc,hybrid_tester_accuracy,hybrid_tester_precision,hybrid_tester_recall,hybrid_tester_f1,hybrid_tester_auroc,hybrid_detector_params,hybrid_detector_time_s,hybrid_detector_train_n,hybrid_aligner_params,hybrid_aligner_time_s,hybrid_aligner_train_n,hybrid_ae_trainer_params,hybrid_ae_trainer_time_s,hybrid_ae_tester_params,hybrid_ae_tester_time_s,full_nonlinear_trainer_accuracy,full_nonlinear_trainer_precision,full_nonlinear_trainer_recall,full_nonlinear_trainer_f1,full_nonlinear_trainer_auroc,full_nonlinear_tester_accuracy,full_nonlinear_tester_precision,full_nonlinear_tester_recall,full_nonlinear_tester_f1,full_nonlinear_tester_auroc,full_nonlinear_detector_params,full_nonlinear_detector_time_s,full_nonlinear_detector_train_n,full_nonlinear_aligner_params,full_nonlinear_aligner_time_s,full_nonlinear_aligner_train_n,full_nonlinear_ae_trainer_params,full_nonlinear_ae_trainer_time_s,full_nonlinear_ae_tester_params,full_nonlinear_ae_tester_time_s,reduced_nonlinear_trainer_accuracy,reduced_nonlinear_trainer_precision,reduced_nonlinear_trainer_recall,reduced_nonlinear_trainer_f1,reduced_nonlinear_trainer_auroc,reduced_nonlinear_tester_accuracy,reduced_nonlinear_tester_precision,reduced_nonlinear_tester_recall,reduced_nonlinear_tester_f1,reduced_nonlinear_tester_auroc,reduced_nonlinear_detector_params,reduced_nonlinear_detector_time_s,reduced_nonlinear_detector_train_n,reduced_nonlinear_aligner_params,reduced_nonlinear_aligner_time_s,reduced_nonlinear_aligner_train_n,reduced_nonlinear_ae_trainer_params,reduced_nonlinear_ae_trainer_time_s,reduced_nonlinear_ae_tester_params,reduced_nonlinear_ae_tester_time_s,one_for_all_trainer_accuracy,one_for_all_trainer_precision,one_for_all_trainer_recall,one_for_all_trainer_f1,one_for_all_trainer_auroc,one_for_all_tester_accuracy,one_for_all_tester_precision,one_for_all_tester_recall,one_for_all_tester_f1,one_for_all_tester_auroc,one_for_all_detector_params,one_for_all_detector_time_s,one_for_all_detector_train_n,one_for_all_aligner_params,one_for_all_aligner_time_s,one_for_all_aligner_train_n,one_for_all_ae_trainer_params,one_for_all_ae_trainer_time_s,one_for_all_ae_tester_params,one_for_all_ae_tester_time_s
QwenToFalcon_BBC,4,belief_bank_constraints,Qwen2.5-7B,Falcon3-7B-Base,hidden,"[18, 19, 20]","[0, 1, 2]",0.9787487249234954,0.9774204584331166,0.9797668038408779,0.9785922246960096,0.9975347028554991,0.6358757062146893,0.622563036132051,0.680204487361545,0.6501085776330076,0.6855898686474657,10753,78.95727300643921,11666,99090433,34.71913480758667,9693,,,,,0.9787487249234954,0.9774204584331166,0.9797668038408779,0.9785922246960096,0.9975347028554991,0.5298022598870057,0.5258899676375405,0.5538199375177506,0.5394937059067644,0.5461976265874428,10753,70.60293006896973,11666,99101184,110.41634392738342,9693,,,,,0.9787487249234954,0.9774204584331166,0.9797668038408779,0.9785922246960096,0.9975347028554991,0.532909604519774,0.5192446043165467,0.8199375177506391,0.6358330580332563,0.5461973073851676,10753,79.42524337768555,11666,99101184,136.09306001663208,9693,,,,,0.9787487249234954,0.9774204584331166,0.9797668038408779,0.9785922246960096,0.9975347028554991,0.5107344632768361,0.507814642171648,0.5259869355296791,0.5167410714285714,0.5078977425935296,10753,75.93149614334106,11666,99456000,16754.607531547546,9693,,,,,0.9787487249234954,0.9774204584331166,0.9797668038408779,0.9785922246960096,0.9975347028554991,0.7740112994350282,0.7685211070729662,0.7807441067878443,0.7745843899690054,0.8231958148751293,10753,66.92203307151794,11666,101854080,1916.710607767105,9693,,,,,0.9916695001700102,0.9917667238421956,0.9914266117969822,0.9915966386554622,0.9995052524865716,0.8066384180790961,0.8148039789350497,0.7909684748650951,0.8027093241101023,0.8918264985609164,690497,63.527167558670044,11666,101854080,1899.1116993427277,9693,,,,,0.9824889493369602,0.9828355647099211,0.9818244170096022,0.9823297306570595,0.9983389710731685,0.527542372881356,0.5151150807282721,0.8517466628798637,0.6419779514074708,0.5479273837168057,10561,79.2328770160675,11666,66432,110.26378321647644,9693,5616768,259.69288754463196,4828800,282.5280315876007,0.9892893573614416,0.9873590707208746,0.9910836762688614,0.9892178675338011,0.9994823592854363,0.5268361581920904,0.52091999021287,0.6046577676796364,0.5596740273396424,0.5525802755816883,5737985,35.384827613830566,11666,4918272,20.52101707458496,14042,,,,
