encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
FalconToQwen_BBF,FalconToQwen_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,Falcon3-7B-Base,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,95.022,23600,19606,0.46402542372881356,0.3945865408492674,0.13466101694915253,0.20079610791685096,0.46699597816719335,"[[9362,2438],[10211,1589]]",0.8310721207793532,0.9634442381836356,0.6882586963174538,0.802927525883613,0.9392726084669791,"[[9547,256],[3056,6747]]"
FalconToQwen_BBF,FalconToQwen_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,Falcon3-7B-Base,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,82.334,23600,19606,0.48639830508474574,0.4679832435667265,0.1988135593220339,0.27906976744186046,0.4876635629129561,"[[9133,2667],[9454,2346]]",0.8652453330613078,0.902258173238962,0.8192390084667959,0.8587467921300257,0.9326202471458308,"[[8933,870],[1772,8031]]"
FalconToQwen_BBF,FalconToQwen_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,Falcon3-7B-Base,Qwen2.5-7B,64,cuda:0,same_as_encoder_domain,ok,84.792,23600,19606,0.5019067796610169,0.5059729227501991,0.16152542372881357,0.24487698336224065,0.5050407318299339,"[[9939,1861],[9894,1906]]",0.858869733754973,0.9233453670276774,0.7827195756401102,0.8472367912548998,0.9276395922867265,"[[9166,637],[2130,7673]]"
