encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
FalconToLlama_HE,FalconToLlama_HE,halu_eval,halu_eval,belief_bank_constraints,attn,Falcon3-7B-Base,Llama-3.1-8B-Instruct,4,cuda:0,same_as_encoder_domain,ok,32.963,23600,6054,0.5075,0.5062451485427987,0.6079661016949153,0.5524623618651573,0.5035399741453606,"[[4803,6997],[4626,7174]]",0.5597951767426494,0.5324140401146131,0.9821605550049554,0.6905121356404599,0.3563265922194141,"[[416,2611],[54,2973]]"
FalconToLlama_HE,FalconToLlama_HE,halu_eval,halu_eval,belief_bank_constraints,mlp,Falcon3-7B-Base,Llama-3.1-8B-Instruct,4,cuda:0,same_as_encoder_domain,ok,22.936,23600,6054,0.5135169491525424,0.5163875475187506,0.4259322033898305,0.46681837180142105,0.5232020611893133,"[[7093,4707],[6774,5026]]",0.5586389164188966,0.5323491889921633,0.9649818301949125,0.6861639652337327,0.8351971885232009,"[[461,2566],[106,2921]]"
FalconToLlama_HE,FalconToLlama_HE,halu_eval,halu_eval,belief_bank_constraints,hidden,Falcon3-7B-Base,Llama-3.1-8B-Instruct,4,cuda:0,same_as_encoder_domain,ok,24.56,23600,6054,0.5111864406779661,0.5096322241681261,0.591864406779661,0.5476787954830615,0.5253432777937374,"[[5080,6720],[4816,6984]]",0.5325404691113313,0.5880250223413762,0.21737694086554343,0.3174143753014954,0.7767011880412483,"[[2566,461],[2369,658]]"
