experiment,seed,dataset,trainer,tester,layer_type,trainer_layers,tester_layers,ridge_regressor_trainer_accuracy,ridge_regressor_trainer_precision,ridge_regressor_trainer_recall,ridge_regressor_trainer_f1,ridge_regressor_trainer_auroc,ridge_regressor_tester_accuracy,ridge_regressor_tester_precision,ridge_regressor_tester_recall,ridge_regressor_tester_f1,ridge_regressor_tester_auroc,procrustes_trainer_accuracy,procrustes_trainer_precision,procrustes_trainer_recall,procrustes_trainer_f1,procrustes_trainer_auroc,procrustes_tester_accuracy,procrustes_tester_precision,procrustes_tester_recall,procrustes_tester_f1,procrustes_tester_auroc,cka_trainer_accuracy,cka_trainer_precision,cka_trainer_recall,cka_trainer_f1,cka_trainer_auroc,cka_tester_accuracy,cka_tester_precision,cka_tester_recall,cka_tester_f1,cka_tester_auroc,cca_trainer_accuracy,cca_trainer_precision,cca_trainer_recall,cca_trainer_f1,cca_trainer_auroc,cca_tester_accuracy,cca_tester_precision,cca_tester_recall,cca_tester_f1,cca_tester_auroc,hybrid_trainer_accuracy,hybrid_trainer_precision,hybrid_trainer_recall,hybrid_trainer_f1,hybrid_trainer_auroc,hybrid_tester_accuracy,hybrid_tester_precision,hybrid_tester_recall,hybrid_tester_f1,hybrid_tester_auroc,full_nonlinear_trainer_accuracy,full_nonlinear_trainer_precision,full_nonlinear_trainer_recall,full_nonlinear_trainer_f1,full_nonlinear_trainer_auroc,full_nonlinear_tester_accuracy,full_nonlinear_tester_precision,full_nonlinear_tester_recall,full_nonlinear_tester_f1,full_nonlinear_tester_auroc,reduced_nonlinear_trainer_accuracy,reduced_nonlinear_trainer_precision,reduced_nonlinear_trainer_recall,reduced_nonlinear_trainer_f1,reduced_nonlinear_trainer_auroc,reduced_nonlinear_tester_accuracy,reduced_nonlinear_tester_precision,reduced_nonlinear_tester_recall,reduced_nonlinear_tester_f1,reduced_nonlinear_tester_auroc,one_for_all_trainer_accuracy,one_for_all_trainer_precision,one_for_all_trainer_recall,one_for_all_trainer_f1,one_for_all_trainer_auroc,one_for_all_tester_accuracy,one_for_all_tester_precision,one_for_all_tester_recall,one_for_all_tester_f1,one_for_all_tester_auroc
QwenToGemma_BBF,67,belief_bank_facts,Qwen2.5-7B,gemma-2-9b-it,mlp,"[15, 20, 22]","[22, 25, 27]",0.9915367483296214,0.9903508771929824,0.9929639401934917,0.9916556873078612,0.9995975538896774,0.9237918215613383,0.920863309352518,0.9309090909090909,0.9258589511754068,0.97594192879364,0.9915367483296214,0.9903508771929824,0.9929639401934917,0.9916556873078612,0.9995975538896774,0.8977695167286245,0.9014598540145985,0.8981818181818182,0.8998178506375227,0.9552091254752851,0.9915367483296214,0.9903508771929824,0.9929639401934917,0.9916556873078612,0.9995975538896774,0.8977695167286245,0.9014598540145985,0.8981818181818182,0.8998178506375227,0.9550708606982371,0.9915367483296214,0.9903508771929824,0.9929639401934917,0.9916556873078612,0.9995975538896774,0.7453531598513011,0.7429577464788732,0.7672727272727272,0.7549194991055456,0.8038990667127549,0.9915367483296214,0.9903508771929824,0.9929639401934917,0.9916556873078612,0.9995975538896774,0.9070631970260223,0.900355871886121,0.92,0.9100719424460432,0.9683097131005876,0.9919821826280624,0.989501312335958,0.9947229551451188,0.9921052631578947,0.9998309250069058,0.9163568773234201,0.94921875,0.8836363636363637,0.9152542372881356,0.9758244037331489,0.9937639198218263,0.9938434476693052,0.9938434476693052,0.9938434476693052,0.9996904260689825,0.8382899628252788,0.9234234234234234,0.7454545454545455,0.8249496981891348,0.9510542689249915,0.9937639198218263,0.9921121822962313,0.9956024626209323,0.9938542581211589,0.9998507694896634,0.9758364312267658,0.9678571428571429,0.9854545454545455,0.9765765765765766,0.9946629796059454
