encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
LlamaToQwen_BBC,LlamaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,attn,Llama-3.1-8B-Instruct,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,64.243,3892,7482,0.7566803699897225,0.8036474164133739,0.6793422404933196,0.7362851573377889,0.8723614413417146,"[[1623,323],[624,1322]]",0.5874097834803529,0.5973793924955331,0.5362202619620422,0.5651500211297366,0.6494999921758223,"[[2389,1352],[1735,2006]]"
LlamaToQwen_BBC,LlamaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,mlp,Llama-3.1-8B-Instruct,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,37.213,3892,7482,0.7723535457348407,0.7025993883792049,0.9445015416238438,0.8057869355545814,0.856807755968181,"[[1168,778],[108,1838]]",0.756348569901096,0.7005437055625261,0.8954824913124833,0.7861081778716414,0.862147636015826,"[[2309,1432],[391,3350]]"
LlamaToQwen_BBC,LlamaToQwen_BBC,belief_bank_constraints,belief_bank_constraints,belief_bank_facts,hidden,Llama-3.1-8B-Instruct,Qwen2.5-7B,123,cuda:0,same_as_encoder_domain,ok,40.866,3892,7482,0.7083761562178829,0.7535959974984365,0.619218910585817,0.6798307475317349,0.832263905510447,"[[1552,394],[741,1205]]",0.8188986901897888,0.812303664921466,0.8294573643410853,0.820790900674514,0.8468765204002748,"[[3024,717],[638,3103]]"
