encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
FalconToLlama_BBF,FalconToLlama_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,Falcon3-7B-Base,Llama-3.1-8B-Instruct,511,cuda:0,same_as_encoder_domain,ok,81.502,23600,6054,0.47038135593220337,0.41716046456506284,0.14915254237288136,0.21973905986640863,0.4848456944843436,"[[9341,2459],[10040,1760]]",0.5574826560951437,0.8866666666666667,0.13181367690782952,0.22950819672131148,0.9120431260162774,"[[2976,51],[2628,399]]"
FalconToLlama_BBF,FalconToLlama_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,Falcon3-7B-Base,Llama-3.1-8B-Instruct,511,cuda:0,same_as_encoder_domain,ok,76.137,23600,6054,0.4900847457627119,0.47598522167487683,0.19652542372881357,0.27819097888675626,0.492390372737719,"[[9247,2553],[9481,2319]]",0.5923356458539808,0.9056603773584906,0.20614469772051536,0.33584499461786865,0.9404297016751233,"[[2962,65],[2403,624]]"
FalconToLlama_BBF,FalconToLlama_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,Falcon3-7B-Base,Llama-3.1-8B-Instruct,511,cuda:0,same_as_encoder_domain,ok,78.548,23600,6054,0.49338983050847457,0.47739130434782606,0.13957627118644067,0.216,0.5099370619074979,"[[9997,1803],[10153,1647]]",0.626362735381566,0.8798411122144985,0.29269904195573176,0.4392662369856222,0.9274779380684512,"[[2906,121],[2141,886]]"
