encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
LlamaToFalcon_BBF,LlamaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,Llama-3.1-8B-Instruct,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,78.36,6054,23600,0.6242153947803105,0.9382284382284383,0.26593987446316486,0.4144144144144144,0.9352827088960068,"[[2974,53],[2222,805]]",0.45932203389830506,0.4117647058823529,0.18983050847457628,0.25986078886310904,0.4657253770468256,"[[8600,3200],[9560,2240]]"
LlamaToFalcon_BBF,LlamaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,Llama-3.1-8B-Instruct,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,80.11,6054,23600,0.716385860588041,0.9083541147132169,0.48133465477370335,0.6292377456272943,0.9294699755935159,"[[2880,147],[1570,1457]]",0.48097457627118645,0.4478513356562137,0.16338983050847458,0.2394287488357653,0.49404737862683135,"[[9423,2377],[9872,1928]]"
LlamaToFalcon_BBF,LlamaToFalcon_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,Llama-3.1-8B-Instruct,Falcon3-7B-Base,67,cuda:0,same_as_encoder_domain,ok,80.621,6054,23600,0.7851007598282127,0.9181201550387597,0.6260323752890651,0.7444509919465724,0.9484350677620171,"[[2858,169],[1132,1895]]",0.49771186440677967,0.4904862579281184,0.11796610169491525,0.1901899166552808,0.5013746193622521,"[[10354,1446],[10408,1392]]"
