configuration,model_id,type,dataset_name,belief_bank_data_type,num_samples,num_hallucinations,hallucination_rate,max_new_tokens,mlp_clamp_value,neurons,mlp_results_file,layer,trainer,layer_trainer,training_config_path,total_pairs_training
Llama_LDE_HE,meta-llama/Llama-3.1-8B-Instruct,LDE,halu_eval,,7500,2932,0.39093333333333335,5,3.8524258136749268,16,src/neurons/studies/Llama_HE/mlp_indicator_neurons_results.json,29,,,ConfigTraining/meta-llama_Llama-3.1-8B-Instruct_halu_eval_pairs2500_cw1.0_tw1.0_ew1.0_rw0.0_mlp.json,2500
