encoder_experiment,head_experiment,dataset_train,dataset_head,dataset_activation,layer_type,teacher_model,student_model,seed,device,head_source_mode,status,runtime_seconds,teacher_eval_samples,student_eval_samples,teacher_on_eval_accuracy,teacher_on_eval_precision,teacher_on_eval_recall,teacher_on_eval_f1,teacher_on_eval_auroc,teacher_on_eval_confusion_matrix,student_adapter_on_eval_accuracy,student_adapter_on_eval_precision,student_adapter_on_eval_recall,student_adapter_on_eval_f1,student_adapter_on_eval_auroc,student_adapter_on_eval_confusion_matrix
QwenToGemma_BBF,QwenToGemma_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,attn,Qwen2.5-7B,gemma-2-9b-it,511,cuda:0,same_as_encoder_domain,ok,40.429,19606,23054,0.7298276037947568,0.7340049854590777,0.720901764765888,0.7273943698214194,0.7917929763312676,"[[7242,2561],[2736,7067]]",0.5590353084063503,0.533128864222774,0.9500303634944044,0.6829861544218535,0.6645376045343702,"[[1937,9590],[576,10951]]"
QwenToGemma_BBF,QwenToGemma_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,mlp,Qwen2.5-7B,gemma-2-9b-it,511,cuda:0,same_as_encoder_domain,ok,35.746,19606,23054,0.7984800571253697,0.8230293663060279,0.7604814852596145,0.7905201208843645,0.8602763849029597,"[[8200,1603],[2348,7455]]",0.5734362800381713,0.5411661722511306,0.9653856163789364,0.6935493923340604,0.696356438622094,"[[2092,9435],[399,11128]]"
QwenToGemma_BBF,QwenToGemma_BBF,belief_bank_facts,belief_bank_facts,belief_bank_constraints,hidden,Qwen2.5-7B,gemma-2-9b-it,511,cuda:0,same_as_encoder_domain,ok,38.101,19606,23054,0.8538712638988065,0.8660827353313635,0.8371926961134346,0.8513927070906168,0.9196035457629866,"[[8534,1269],[1596,8207]]",0.5265029929730198,0.5165843330980946,0.8255400364361933,0.6355015359957259,0.5336753614457745,"[[2622,8905],[2011,9516]]"
